n.RepeFonct,ElemSys,n.LineRev,n.ComponentKind,n.Contrat,n.ActuKind,n.PSU_ECS1,n.PSU_Volt1,n.t_CloseReq,Type,n.ValvFailSfPositn,SGApp
-DVL6874RA-,-DVL,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL6875RA-,-DVL,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL6881RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL6882RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL6884RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL6886RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL6891RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL6892RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL6894RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL6895RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL6896RA-,-DVL,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7100RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7104RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7105RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7106RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7110RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7111RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7112RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7113RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7114RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7115RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7118RA-,-DVL,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7119RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7120RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7121RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7123RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7124RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7125RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7126RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7131RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7132RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7138RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7139RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7147RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7148RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7150RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7151RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7152RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7154RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7155RA-,-DVL,I.5,Other damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7156RA-,-DVL,I.5,Other damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7157RA-,-DVL,I.5,Other damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7159RA-,-DVL,I.5,Other damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7160RA-,-DVL,I.8,Motorized isolation damper,/HK2721,null,null,null,null,DAMPER,null,SG41-02-1
-DVL7160RAM,-DVL,I.6,Actuator,/HK2721,Isolation Damper,-LVH1101TB-,400,-,ELECTRICAL ACTUATOR,No,-
-DVL7161RA-,-DVL,I.8,Motorized isolation damper,/HK2721,null,null,null,null,DAMPER,null,SG41-02-1
-DVL7161RAM,-DVL,I.6,Actuator,/HK2721,Isolation Damper,-LVH1101TB-,400,-,ELECTRICAL ACTUATOR,No,-
-DVL7164RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7165RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7167RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7168RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7170RA-,-DVL,I.8,Motorized control damper,/HK2721,null,null,null,null,DAMPER,null,SG41-03-1
-DVL7170RAM,-DVL,I.6,Actuator,/HK2721,Control Damper,-LVH1101TB-,400,-,ELECTRICAL ACTUATOR,No,-
-DVL7171RA-,-DVL,I.8,Motorized control damper,/HK2721,null,null,null,null,DAMPER,null,SG41-03-1
-DVL7171RAM,-DVL,I.6,Actuator,/HK2721,Control Damper,-LVH1101TB-,400,-,ELECTRICAL ACTUATOR,No,-
-DVL7172RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7175RA-,-DVL,I.7,Non return damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7176RA-,-DVL,I.7,Non return damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7183RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7184RA-,-DVL,I.8,Motorized control damper,/HK2721,null,null,null,null,DAMPER,null,SG41-03-1
-DVL7184RAM,-DVL,I.6,Actuator,/HK2721,Control Damper,-LVH1101TB-,400,-,ELECTRICAL ACTUATOR,No,-
-DVL7185RA-,-DVL,I.8,Motorized control damper,/HK2721,null,null,null,null,DAMPER,null,SG41-03-1
-DVL7185RAM,-DVL,I.6,Actuator,/HK2721,Control Damper,-LVH1101TB-,400,-,ELECTRICAL ACTUATOR,No,-
-DVL7190RA-,-DVL,I.7,Pressure wave damper,/OH1165,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7191RA-,-DVL,I.7,Pressure wave damper,/OH1165,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7192RA-,-DVL,I.5,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7260RA-,-DVL,I.8,Motorized isolation damper,/HK2721,null,null,null,null,DAMPER,null,SG41-02-1
-DVL7260RAM,-DVL,I.6,Actuator,/HK2721,Isolation Damper,-LLW1201TB-,400,-,ELECTRICAL ACTUATOR,No,-
-DVL7261RA-,-DVL,I.8,Motorized isolation damper,/HK2721,null,null,null,null,DAMPER,null,SG41-02-1
-DVL7261RAM,-DVL,I.6,Actuator,/HK2721,Isolation Damper,-LLW1201TB-,400,-,ELECTRICAL ACTUATOR,No,-
-DVL7270RA-,-DVL,I.8,Motorized control damper,/HK2721,null,null,null,null,DAMPER,null,SG41-03-1
-DVL7270RAM,-DVL,I.6,Actuator,/HK2721,Control Damper,-LLW1201TB-,400,-,ELECTRICAL ACTUATOR,No,-
-DVL7271RA-,-DVL,I.8,Motorized control damper,/HK2721,null,null,null,null,DAMPER,null,SG41-03-1
-DVL7271RAM,-DVL,I.6,Actuator,/HK2721,Control Damper,-LLW1201TB-,400,-,ELECTRICAL ACTUATOR,No,-
-DVL7275RA-,-DVL,I.7,Non return damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7276RA-,-DVL,I.7,Non return damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7284RA-,-DVL,I.8,Motorized control damper,/HK2721,null,null,null,null,DAMPER,null,SG41-03-1
-DVL7284RAM,-DVL,I.6,Actuator,/HK2721,Control Damper,-LLW1201TB-,400,-,ELECTRICAL ACTUATOR,No,-
-DVL7285RA-,-DVL,I.8,Motorized control damper,/HK2721,null,null,null,null,DAMPER,null,SG41-03-1
-DVL7285RAM,-DVL,I.6,Actuator,/HK2721,Control Damper,-LLW1201TB-,400,-,ELECTRICAL ACTUATOR,No,-
-DVL7301RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7302RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7303RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7311RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7320RA-,-DVL,I.8,Non return damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7321RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7322RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7323RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7326RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7331RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7341RA-,-DVL,I.8,Motorized isolation damper,/HK2721,null,null,null,null,DAMPER,null,SG41-02-1
-DVL7341RAM,-DVL,I.6,Actuator,/HK2721,Isolation Damper,-LVH1101TB-,400,-,ELECTRICAL ACTUATOR,No,-
-DVL7350RA-,-DVL,I.7,Balancing Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7420RA-,-DVL,I.8,Non return damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
-DVL7441RA-,-DVL,I.9,Motorized isolation damper,/HK2721,null,null,null,null,DAMPER,null,SG41-02-1
-DVL7441RAM,-DVL,I.6,Actuator,/HK2721,Isolation Damper,-LLC1201TB-,400,-,ELECTRICAL ACTUATOR,No,-
-DVL7501RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7501RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3001AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7502RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7502RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3001AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7503RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7503RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3003AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7505RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7505RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3001AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7506RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7506RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3001AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7507RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7507RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3001AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7508RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7508RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3003AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7509RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7509RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3003AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7513RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7513RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3003AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7516RA-,-DVL,I.5,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7516RAM,-DVL,I.4,Fire damper actuator,/HK2721,Fire Damper,-JDT3003AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7521RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7521RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3001AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7522RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7522RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3001AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7524RA-,-DVL,I.8,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7524RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3001AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7525RA-,-DVL,I.8,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7525RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3001AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7526RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7526RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3001AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7531RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7531RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3003AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7532RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7532RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3003AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7537RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7537RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3003AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7540RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7540RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3003AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7543RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7543RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3003AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7544RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7544RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3003AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7546RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7546RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3003AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7547RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7547RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3003AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7548RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7548RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3003AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7549RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7549RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3003AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7550RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7550RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3003AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7552RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7552RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3003AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7553RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7553RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3003AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7554RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7554RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3005AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7558RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7558RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3003AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7560RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7560RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3003AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7561RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7561RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3003AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7563RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7563RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3003AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7564RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7564RAM,-DVL,I.7,Fire damper actuator,/HK2721,Fire Damper,-JDT3003AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7566RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7566RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3003AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7567RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7567RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3003AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7568RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7568RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3003AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7569RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7569RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3005AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7570RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7570RAM,-DVL,I.7,Fire damper actuator,/HK2721,Fire Damper,-JDT3003AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7572RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7572RAM,-DVL,I.7,Fire damper actuator,/HK2721,Fire Damper,-JDT3003AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7573RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7573RAM,-DVL,I.7,Fire damper actuator,/HK2721,Fire Damper,-JDT3003AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7574RA-,-DVL,I.5,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7574RAM,-DVL,I.4,Fire damper actuator,/HK2721,Fire Damper,-JDT3003AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7575RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7575RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3003AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7577RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7577RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3003AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7578RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7578RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3003AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7579RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7579RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3003AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7580RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7580RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3005AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7581RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7581RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3005AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7582RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7582RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3005AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7583RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7583RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3005AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7584RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7584RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3005AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7585RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7585RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3005AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7586RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7586RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3005AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7587RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7587RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3005AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7588RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7588RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3003AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7589RA-,-DVL,I.5,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7589RAM,-DVL,I.4,Fire damper actuator,/HK2721,Fire Damper,-JDT3003AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7590RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7590RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3005AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7591RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7591RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3005AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7592RA-,-DVL,I.7,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7592RAM,-DVL,I.6,Fire damper actuator,/HK2721,Fire Damper,-JDT3005AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7593RA-,-DVL,I.5,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7593RAM,-DVL,I.5,Fire damper actuator,/HK2721,Fire Damper,-JDT3003AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7594RA-,-DVL,I.5,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7594RAM,-DVL,I.5,Fire damper actuator,/HK2721,Fire Damper,-JDT3003AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7595RA-,-DVL,I.5,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
-DVL7595RAM,-DVL,I.4,Fire damper actuator,/HK2721,Fire Damper,-JDT3003AI-,24,-,ELECTRICAL ACTUATOR,No,-
-DVL7596RA-,-DVL,I.5,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
