n.RepeFonct,ElemSys,n.LineRev,n.ComponentKind,n.Contrat,n.ActuKind,n.PSU_ECS1,n.PSU_Volt1,n.t_CloseReq,Type,n.ValvFailSfPositn,SGApp
9DWQ2502RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4617CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2503RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2503RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4617CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2504RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2504RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4617CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2505RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2505RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4617CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2506RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2506RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4617CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2507RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2507RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4617CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2508RA-,9DWQ,I.4,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2508RAM,9DWQ,I.1,"",/HK2721,Fire Damper,-JDT4617CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2509RA-,9DWQ,I.4,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2509RAM,9DWQ,I.1,"",/HK2721,Fire Damper,-JDT4617CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2510RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2510RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4606CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2511RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2511RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4606CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2512RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2512RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4617CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2513RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2513RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4606CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2514RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2514RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4617CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2515RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2515RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4617CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2516RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2516RAM,9DWQ,I.3,"",/HK2721,Fire Damper,9JDT4611AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2517RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2517RAM,9DWQ,I.3,"",/HK2721,Fire Damper,9JDT4611AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2518RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2518RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4606CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2519RA-,9DWQ,I.4,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2519RAM,9DWQ,I.2,"",/HK2721,Fire Damper,-JDT4611AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2520RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2520RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4617CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2521RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2521RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4618CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2522RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2522RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4617CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2523RA-,9DWQ,I.4,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2523RAM,9DWQ,I.2,"",/HK2721,Fire Damper,-JDT4618CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2524RA-,9DWQ,I.4,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2524RAM,9DWQ,I.2,"",/HK2721,Fire Damper,-JDT4614CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2525RA-,9DWQ,I.4,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2525RAM,9DWQ,I.2,"",/HK2721,Fire Damper,9JDT4607CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2526RA-,9DWQ,I.4,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2526RAM,9DWQ,I.2,"",/HK2721,Fire Damper,9JDT4607CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2527RA-,9DWQ,I.4,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2527RAM,9DWQ,I.2,"",/HK2721,Fire Damper,9JDT4607CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2528RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2528RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4617CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2529RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2529RAM,9DWQ,I.3,"",/HK2721,Fire Damper,9JDT4611AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2530RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2530RAM,9DWQ,I.3,"",/HK2721,Fire Damper,9JDT4611AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2531RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2531RAM,9DWQ,I.3,"",/HK2721,Fire Damper,9JDT4611AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2532RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2532RAM,9DWQ,I.3,"",/HK2721,Fire Damper,9JDT4611AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2533RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2533RAM,9DWQ,I.3,"",/HK2721,Fire Damper,9JDT4611AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2534RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2534RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4617CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2535RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2535RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4617CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2536RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2536RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4617CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2537RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2537RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4617CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2538RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2538RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4617CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2539RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2539RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4617CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2541RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2541RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4617CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2542RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2542RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4617CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2543RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2543RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4617CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2544RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2544RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4617CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2545RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2545RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4617CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2546RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2546RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4617CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2548RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2548RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4617CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2549RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2549RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4617CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2550RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2550RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4617CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2551RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2551RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4617CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2552RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2552RAM,9DWQ,I.3,"",/HK2721,Fire Damper,9JDT4611AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2553RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2553RAM,9DWQ,I.3,"",/HK2721,Fire Damper,9JDT4611AI-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2554RA-,9DWQ,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2554RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4618CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2555RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2555RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4618CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2556RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2556RAM,9DWQ,I.1,"",/HK2721,Fire Damper,-JDT4618CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2557RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2557RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4618CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2560RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2560RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4617CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2561RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2561RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4617CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2562RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2562RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4617CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2563RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2563RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4617CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2564RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2564RAM,9DWQ,I.1,"",/HK2721,Fire Damper,[E],24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2565RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2565RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4617CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2566RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2566RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4617CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2567RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2567RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4617CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2568RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2568RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4617CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2569RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2569RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4617CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2570RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2570RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4617CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2571RA-,9DWQ,I.5,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2571RAM,9DWQ,I.3,"",/HK2721,Fire Damper,9JDT4618CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2572RA-,9DWQ,I.4,Fire damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2572RAM,9DWQ,I.2,"",/HK2721,Fire Damper,-JDT4607CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2573RA-,9DWQ,I.2,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2573RAM,9DWQ,I.1,"",/HK2721,Fire Damper,[E],24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2574RA-,9DWQ,I.2,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2574RAM,9DWQ,I.1,"",/HK2721,Fire Damper,[E],24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2575RA-,9DWQ,I.2,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2575RAM,9DWQ,I.1,"",/HK2721,Fire Damper,[E],24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2576RA-,9DWQ,I.1,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2576RAM,9DWQ,I.1,"",/HK2721,Fire Damper,[E],24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2577RA-,9DWQ,I.1,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2577RAM,9DWQ,I.1,"",/HK2721,Fire Damper,[E],24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2578RA-,9DWQ,I.1,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2578RAM,9DWQ,I.1,"",/HK2721,Fire Damper,[E],24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ2579RA-,9DWQ,I.1,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ2579RAM,9DWQ,I.1,"",/HK2721,Fire Damper,[E],24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ3110RA-,9DWQ,I.5,Motorized control damper,/HK2721,null,null,null,null,DAMPER,null,SG41-03-1
9DWQ3110RAM,9DWQ,I.3,"",/HK2721,Control Damper,9LKO1201TB-,400,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ3112RA-,9DWQ,I.5,Manual isolation damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
9DWQ3113RA-,9DWQ,I.6,Non return damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
9DWQ3114RA-,9DWQ,I.5,Manual isolation damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
9DWQ3115RA-,9DWQ,I.5,Manual control damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
9DWQ3120RA-,9DWQ,I.5,Motorized isolation damper,/HK2721,null,null,null,null,DAMPER,null,SG41-02-1
9DWQ3120RAM,9DWQ,I.3,"",/HK2721,Isolation Damper,9LKO1201TB-,400,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ3122RA-,9DWQ,I.5,Motorized isolation damper,/HK2721,null,null,null,null,DAMPER,null,SG41-02-1
9DWQ3122RAM,9DWQ,I.3,"",/HK2721,Isolation Damper,9LKO1201TB-,400,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ3125RA-,9DWQ,I.5,Manual isolation damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
9DWQ3210RA-,9DWQ,I.5,Motorized control damper,/HK2721,null,null,null,null,DAMPER,null,SG41-03-1
9DWQ3210RAM,9DWQ,I.3,"",/HK2721,Control Damper,9LKT1201TB-,400,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ3212RA-,9DWQ,I.5,Manual isolation damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
9DWQ3213RA-,9DWQ,I.6,Non return damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
9DWQ3214RA-,9DWQ,I.4,Manual isolation damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
9DWQ3220RA-,9DWQ,I.5,Motorized isolation damper,/HK2721,null,null,null,null,DAMPER,null,SG41-02-1
9DWQ3220RAM,9DWQ,I.3,"",/HK2721,Isolation Damper,9LKT1201TB-,400,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ3222RA-,9DWQ,I.5,Motorized isolation damper,/HK2721,null,null,null,null,DAMPER,null,SG41-02-1
9DWQ3222RAM,9DWQ,I.3,"",/HK2721,Isolation Damper,9LKT1201TB-,400,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ3225RA-,9DWQ,I.5,Manual isolation damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
9DWQ3315RA-,9DWQ,I.8,Motorized isolation damper,/HK2721,null,null,null,null,DAMPER,null,SG41-02-1
9DWQ3315RAM,9DWQ,I.3,"",/HK2721,Isolation Damper,1LKS1101TB-,400,-,ELECTRICAL ACTUATOR,Close,-
9DWQ3316RA-,9DWQ,I.7,Motorized isolation damper,/HK2721,null,null,null,null,DAMPER,null,SG41-02-1
9DWQ3316RAM,9DWQ,I.3,"",/HK2721,Isolation Damper,1LKN1201TB-,400,-,ELECTRICAL ACTUATOR,Close,-
9DWQ3320RA-,9DWQ,I.4,Motorized isolation damper,/HK2721,null,null,null,null,DAMPER,null,SG41-02-1
9DWQ3320RAM,9DWQ,I.2,"",/HK2721,Isolation Damper,9LKT1201TB-,400,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ3322RA-,9DWQ,I.4,Motorized isolation damper,/HK2721,null,null,null,null,DAMPER,null,SG41-02-1
9DWQ3322RAM,9DWQ,I.2,"",/HK2721,Isolation Damper,9LKT1201TB-,400,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ3325RA-,9DWQ,I.5,Manual isolation damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
9DWQ4105RA-,9DWQ,I.5,Manual control damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
9DWQ4106RA-,9DWQ,I.5,Manual control damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
9DWQ4110RA-,9DWQ,I.5,Motorized isolation damper,/HK2721,null,null,null,null,DAMPER,null,SG41-02-1
9DWQ4110RAM,9DWQ,I.3,"",/HK2721,Isolation Damper,9LKO1201TB-,400,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ4114RA-,9DWQ,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ4114RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4618CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ4115RA-,9DWQ,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ4115RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4618CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ4118RA-,9DWQ,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ4118RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4618CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ4119RA-,9DWQ,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ4119RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4618CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ4120RA-,9DWQ,I.6,Manual isolation damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
9DWQ4121RA-,9DWQ,I.5,Non return damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
9DWQ4205RA-,9DWQ,I.5,Manual control damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
9DWQ4206RA-,9DWQ,I.5,Manual control damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
9DWQ4210RA-,9DWQ,I.5,Motorized isolation damper,/HK2721,null,null,null,null,DAMPER,null,SG41-02-1
9DWQ4210RAM,9DWQ,I.3,"",/HK2721,Isolation Damper,9LKT1201TB-,400,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ4214RA-,9DWQ,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ4214RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4618CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ4215RA-,9DWQ,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ4215RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4618CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ4218RA-,9DWQ,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ4218RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4618CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ4219RA-,9DWQ,I.6,Fire Damper,/HK2721,null,null,null,null,DAMPER,null,SG41-04-1
9DWQ4219RAM,9DWQ,I.3,"",/HK2721,Fire Damper,-JDT4618CR-,24,[NE],ELECTRICAL ACTUATOR,No,-
9DWQ4220RA-,9DWQ,I.6,Manual isolation damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
9DWQ4221RA-,9DWQ,I.5,Non return damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
9DWQ5110RA-,9DWQ,I.6,Motorized isolation damper,/HK2721,null,null,null,null,DAMPER,null,SG41-02-1
9DWQ5110RAM,9DWQ,I.4,"",/HK2721,Isolation Damper,-LKX1101TB-,400,-,ELECTRICAL ACTUATOR,Close,-
9DWQ5118RA-,9DWQ,I.5,Manual isolation damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
9DWQ5122RA-,9DWQ,I.5,Non return damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
9DWQ5131RA-,9DWQ,I.5,Manual control damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
9DWQ5134RA-,9DWQ,I.4,Manual control damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
9DWQ5135RA-,9DWQ,I.5,Manual control damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
9DWQ5138RA-,9DWQ,I.5,Manual control damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
9DWQ5139RA-,9DWQ,I.5,Manual control damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
9DWQ5140RA-,9DWQ,I.5,Manual control damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
9DWQ5144RA-,9DWQ,I.5,Manual control damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
9DWQ5145RA-,9DWQ,I.4,Manual control damper,/HK2721,null,null,null,null,DAMPER,null,SG41-01-1
